Precio,Expensas,Direccion,Ambientes,Tipo,Url,Descripcion
390000,,18  N°488 e/ 41 y 42   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483468,"1 dormitorio con placard, un baño completo, livingcomedor amplio, balcon con vista, cocina equipada"
390000,,62  e/ 30 y 31   , 2 Dorm,"Departamento en   Parque Castelli, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485880,"Departamento al frente, de un dormitorio con escritorio o 2do dormitorio! Living-comedor con aire acondicionado, Cocina integrada con barra desayunadora, b..."
390000,111,34  e/ 23 y 24   , 1 Dorm,"Departamento en   La Loma, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488157,"34 Y 24 ALQUILER DEPARTAMENTO Edificio (2do piso al fte) living comedor con balcon corrido, cocina separada y con barra desayunadora y lavadero incorporad..."
390000,,59  e/ 18 y 19   , 1 Dorm,"Departamento en   Plaza Azcuenaga, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-438704,59 (18 y 19) n 1173DEPARTAMENTO MODERNO AMPLIO CON BALCÓN Departamento 206 ---apto profesionales/ oficinas  Segundo piso Puerta de ingreso de ...
400000,33000,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ", 1 Dorm,4  N°1572 e/ 64 y 65   ,https://www.inmobusqueda.com.ar/ficha-487557,"Dueño directo alquila departamento en excelente estado. Ubicado en el 2do piso contrafrente por escalera, este luminoso departamento cuenta con un amplio b..."
Consulte,,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ", 1 Dorm,39  N°855 e/ 15 y 16   ,https://www.inmobusqueda.com.ar/ficha-489013,"Dueño Directo, semipiso muy luminoso, un dormitorio con placar, escritorio y tiro balanceado. Baño completo, cocina con barra, estar principal, cortinas bl..."
400000,38000,61  e/ 2 y 3   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483302,Departamento en alquiler La Plata 61 2 y 3 * 2 Dormitorios uno de ellos con placard * 1 Baño completo * Lavadero * Cocina * Living Comedor *...
400000,,12  e/ 46 y 47   , 1 Dorm,"Departamento en   Centro calle 12, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484018,"Excelente depto. ubicado en el centro de La Plata, ubicado en contrafrente posee cocina comedor y living, dormitorio con placar y baño completo, se alquila..."
400000,,24  y 42    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484742,"ALQUILAMOS: 24 esq 42. Departamento semipiso de 2 dormitorios, cocina con muebles y lavadero separado. El dpto posee cochera cubierta y en la terraza común..."
400000,50000,6  e/ 56 y 57   , 2 Dorm,"Departamento en   Plaza San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486363,"6 e/ 56 y 57. Departamento en ALQUILER. Consta de cocina, comedor, dos dormitorios con placard, baño completo, balcón y lavadero. $400.000 + $50.000 de exp..."
120000,120000,55  N°713 e/ 9 y 10   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486850,"Semipiso de 1 dormitorio , estar comedor con amplio balcón corrido, cocina separada por barra, muebles alacena y bajomesada, toilette, dormitorio en suite ..."
400000,22000,120  N°264 e/ 38 y 39   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487073,"Departamento ubicado en 120 entre 38 y 39 en 2° piso por escalera, PARA ESTUDIANTES MUJERES de 18 a 25 años, consta de: living-comedor, cocina, hall, 2 dor..."
400000,35000,9  e/ 54 y 55   , 2 Dorm,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487361,"Departamentos dos dormitorios, con balcón al frente, muy luminoso. Líneas de micro: 202, 273, ESTE 15, NORTE12, NORTE13, OESTE10, OESTE14, OESTE23."
Consulte,,11  N°512 e/ 42 y 43   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487509,"Departamento de 1 dormitorio con placard, cuenta con cocina separada por barra, estar comedor, baño completo con bañera, y amplio balcón corrido. EXP $"
Consulte,,143  N°522 e/ 42 y 43   , 2 Dorm,"Duplex en   San Carlos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487974,"Dúplex al frente, cuenta con dos dormitorios (uno con placard), estar comedor, cocina integrada, toilette y un baño completo. Terraza"
400000,12000,46  e/ 1 y 2   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488122,solicitamos garantía propietaria y constancia de ingresos de inquilino y/o garante
400000,35000,69  e/ 8 y 9   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488199,"69 E/ 8 Y 9, en un tercer piso por escalera, departamento de dos dormitorios, living comedor amplio, dos dormitorios, baño completo, balcón con hermosas vi..."
400000,,12  e/ 55 y 56   , 2 Dorm,"Departamento en   Centro calle 12, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488542,DEPTO DE 2 DORM EN ALQUILER ubicado en 12 e/ 55 y 56 Cocina separada Llivingcomedor 2 d...
400000,,13  N°266 e/ 37 y 38   , 2 Dorm,"Departamento en   Centro calle 13, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488848,"departamento 2 dormitorios, uno con placard, cocina comedor , living , baño completo y posee dos patios uno cubierto y otro descubierto. no posee expensas...."
400000,,56  y 4    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489410,
400000,,38  N°525 e/ 4 y 5   , 2 Dorm,"Departamento en   Barrio Norte, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489443,"Departamento en alquiler, ubicado en zona norte. Cuenta con: cocina integrada al livingcomedor; dos dormitorios; baño completo y balcón amplio. Contr..."
400000,42000,56 n° 687 1/2 Piso 3 Depto 2 e/ 8 y 9    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-342511,"SEMIPISO AMPLIO, ESTAR/COMEDOR, COCINA SEPARADA CON COMEDOR DIARIO, LAVADERO Y TOILETTE. ENTRADA DE SERVICIO. MUY LUMINOSOAlberto Dacal Propiedades: C&oa..."
400000,,3 e/ 70 y 71 n 1877 pa    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-347662,"Departamento al frente, primer piso por escalera, 2 dormitorios con placard, cocina separada, living-comedor, baño y lavadero. Cuenta con estufa de ..."
400000,90000,55 e/ 7 y 8 n 642  2 b    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-382075,"Departamento al frente de 55 m2, 1 dormitorio con placard, cocina separada, living con estufa, lavadero cubierto y baño completo. Cochera descubiert..."
400000,60000,8 n° 790 Depto 4c  e/  47 y 48    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-389095,"DEPARTAMENTO ANTIGUO PISOS DE PARQUET, AMPLIOS AMBIENTES, MUY BUEN ESTADO, VISTA CONTRAFRENTE, SE ENTREGA CON CORTINASAlberto Dacal Propiedades: C&oacut..."
400000,100900,1 y 57 N°1197 Piso 3°C    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-452864,"DEPARTAMENTO LUMINOSO DE UN DORMITORIO EN EXCLENTE UBICACIÓN CON COCINA SEPARADA CON MUEBLES BAJO MESADA Y ESTANTES, LAVADERO SEPARADO, LIVING CON B..."
400000,30000,21 n° 129  e/ 34 y 35 Depto pb b    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-476395,"Departamento tipo PH, planta baja interno, 2 dormitorios c/ placard, dos patios ( uno con espacio verde), living comedor amplio, cocina comedor amplia, 1 b..."
400000,38000,61 entre 2 y 3    , 2 Dorm,"Departamento en   City Bell, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483461,Departamento en alquiler La Plata61 2 y 3* 2 Dormitorios uno de ellos con placard* 1 Baño completo * Lavadero* Cocina* Living Comedor* No t...
400000,50000,11 n 895 esq 50 Depto 2-1    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483815,"Departamento muy luminoso al frente de 2 Dormitorios con placard, Baño, Living-comedor, Cocina, Lavadero separado. Superficie cubierta 55 m2 aprox. ..."
400000,,65 al 100    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484877,Departamento en alquiler. Ubicado en 65 entre 119 y Diag. 113 Desarrollado en segundo piso al frente. Cuenta con amplio...
400000,80000,54 entre 4 y 5    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485832,"Departamento en alquiler La Plata54 entre 4 y 5* 2 Dormitorios (1 con placar, ambos con piso de madera)* 1 Baño completo* Cocina * Living Co..."
400000,,62 (140 y 141)    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485883,"Departamento en alquiler en zona céntrica de la localidad de los Hornos, próximo al centro comercial de calle 137, de establecimientos educac..."
400000,,137 n° 1560 Depto 1a  e/  64 y 65    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486166,"DEPARTAMENTO CASI A ESTRENAR, PRIMER PISO POR ESCALERA, AL FRENTE, MUY LUMINOSO, AMPLIO, BALCÓN SOBRE AVENIDA COMERCIAL. DOS DORMITORIOS, BAÑ..."
400000,72000,Calle 60 al 300    , 1 Dorm,"PH en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488185,"Alquiler Departamento 1 DORMITORIO con cochera 60 E 2 y 3 La PlataBuena ubicación, la unidad se encuentra situada sobre calle 60 entre 2..."
400000,75000,8 e/ 32 y 33 n 23 Piso 1 Dto a    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-366654,"Departamento en alquiler, muy buena ubicación a metros de la rambla de Av 32. 2 dormitorios con placard, cocina con muebles bajo y sobre mesada, cue..."
400000,,6 Nro. 2265 entre 78 y 79 (1°4)    , 2 Dorm,"Departamento en   Villa Elvira, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-369722,"Departamento de 2 dormitorios. Cuenta con Living comedor, cocina con lavadero, dos dormitorios con placard, y cochera.SIN EXPENSASABSA aprox. $ 3000..."
400000,95000,55 e/ 5 y 6 n 548 Piso 2 Dpto c    , 3 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-166058,"Departamento en alquiler. 3 dormitorios, dos con placard, cocina separada con muebles bajo y sobre mesada, living-comedor, baño, toillette y lavader..."
400000,,54  e/ 4 y 5   , 1 Dorm,"Departamento en   Plaza San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485029,
400000,15000,1  N°487 e/ 41 y 42   , 2 Dorm,"Departamento en   Terminal de Omnibus, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488450,
400000,75000,9  e/ 59 y 60   , 2 Dorm,"Departamento en   Plaza Rocha, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488646,
400000,,61  N°711 e/ 9 y 10   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-423442,"Semipiso en alquiler, 1 dormitorio con placard, cocina-estar-comedor, baño completo."
400000,25000,12  e/ 44 y 45   , Monoamb,"Departamento en   Plaza Paso, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-344713,"Monoambiente amoblado y equipado en 2do piso al contrafrente 40mt2 cocina separada con muebles bajo mesada , amplio ambiente con placard, calefacción por r..."
400000,,6  e/ 59 y 60   , 1 Dorm,"Departamento en   Plaza Rocha, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-428414,"Excelente departamento, ubicación ideal en zona de facultades, de 1 dormitorio con amplio placard (c/interior), estar-comedor, cocina con muebles bajo y s..."
400000,,11  e/ 42 y 43   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-440526,"MONICA BIANCHINI BIENES RAICES ALQUILA departamento de dos dormitorios con placard, y su interior, cocina con pasaplatos, alto y bajo mesada, comedor, lava..."
400000,95000,1  N°713 e/ 46 y 47   , 2 Dorm,"Departamento en   Zona Universidades Bosque, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-457091,"-DEPARTAMENTO EN ALQUILER AL FRENTE, AMPLIO. EXCELENTE ZONAPROXIMIDAD A FACULTADESAPTO ESTUDIANTES O FAMILIAS- -ESTAR COMEDOR CON BALCÓN CORR..."
400000,60000,54  N°1438 e/ 24 y 25   , Monoamb,"Departamento en   Parque San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-476910,"Excelente ubicación, frente al parque San Martin. Monoambiente nuevo, completamente amueblado. Muy Luminoso!!! Contrato mínimo 6 meses. Servicios a cargo..."
81400,81400,25  N°388 e/ 39 y 40   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-479041,"Departamento estilo loft con placard, estar comedor con cocina separada por barra, balcón corrido al frente, baño completo con bañera, muy buena iluminació..."
400000,25000,526  e/ 11 y 12   , 2 Dorm,"Departamento en   Tolosa, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480664,Calle 526 entre 11 y 12 (Tolosa)EXCELENTE DEPARTAMENTO DE DOS DORMITORIOS CON BALCÓN AL FRENTE. AMPLIA COCINA CON MUEBLES BAJO Y SOBREMESADA.BAÑO Y TOILETT...
400000,100000,14  y 74    , 2 Dorm,"Departamento en   Plaza Moreno, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480991,"Departamento en Alquiler Ubicado en 14 y Diag. 74, Piso 13 Cuenta con 2 dormitorios con placard, cocina separada, lavadero separado, living comedor ampli..."
400000,,13  N°1781 e/ 68 y 69   , 1 Dorm,"Departamento en   Parque Saavedra, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485614,"PH en planta baja, ubicado a metros de Parque Saavedra, sobre avenida 13. Cuenta con living comedor, cocina semi integrada, lavadero, un dormitorio y un ba..."
400000,115000,51  N°455 e/ 4 y 5   , 2 Dorm,"Departamento en   Plaza San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486263,● A L Q U I L E R ● Avenida 51 esquina 4 □ Departamento con 2 habitaciones Cerca de Plaza San Martín...
400000,50000,58  N°582 e/ 6 y 7   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487089,"Departamento de un dormitorio Contrafrente, consta de living-comedor con Aire Acondicionado, Cocina con muebles bajo mesada, Baño Completo, Dormitorio con ..."
400000,,59  e/ 12 y 13   , 1 Dorm,"Departamento en   Centro calle 12, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487938,"DEPARTAMENTO DE PISO DE 1 DORMITORIO, CON POSIBILIDAD A DIVIDIR PARA OTRO DORMITORIO -AMOBLADO CON HELADERA, CAMA, SILLON, MESA Y SILLAS. -COCINA -CO..."
400000,,3  N°1166 e/ 56 y 57   , 1 Dorm,"Departamento en   Zona Universidades Centro, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488062,"Excelente Dpto. al frente, amplio estar-comedor equipado con aire acondicionado y calefacción por tiro balanceado, habitación con piso flotante, placard em..."
400000,53000,4  y 39    , 1 Dorm,"Departamento en   Barrio Norte, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488289,"Hermoso departamento en Barrio Norte, ubicado en el 1° piso al contrafrente, con acceso por ascensor y escaleras / Amplio sector de living comedor con sali..."
400000,73000,13  e/ 69 y 70   , 2 Dorm,"Departamento en   Parque Saavedra, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488543,"Hermoso departamento en alquiler, alquiler renovable cada 4 meses. Valor $ 400.000 mas expensas $73.000 aproximadamente mas APR. Consta de dos dormitorios..."
400000,30000,38  e/ 10 y 11   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488655,"Departamento en quinto piso con una superficie cubierta de aproximadamente 45m2 + balcón. Cuenta con cocina separada con muebles, living (pisos de madera)..."
400000,80000,50  N°1245 e/ 19 y 20   , 1 Dorm,"Departamento en   Plaza Islas Malvinas, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488854,"Departamento al frente con balcón pasante, Piso Tercero A, de un dormitorio en suite con placard y aire acondicionado, cocina con bajo y sobre mesada con..."
400000,60000,9  y Diagonal 74    , 2 Dorm,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-367098,"Excelente Ubicación. Hermosa vista y luminosidad. Living comedor, cocina separada, 2 dormitorios y baño completo. CONSULTE!!"
400000,70000,61  N°936 e/ 13 y 14   , 2 Dorm,"Departamento en   Centro calle 12, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-292206,"Muy buen departamento al frente en 1* piso por ascensor de 2 dormitorios. Consta de recibidor/distribuidor, estar comedor con balcón, cocina separada por b..."
400000,67000,Diagonal 79  e/ 5 y 56   , 2 Dorm,"Departamento en   Plaza San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-288504,"En una inmejorable ubicación este departamento se encuentra en un quinto piso al frente con balcon. Cuenta con dos Dormitorios, ambos con placard y pisos d..."
400000,20000,70  e/ 13 y 14   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-181812,"Excelente departamento en primer piso por ascensor al contra frente con cochera cubierta. Ubicado sobre calle 70, de 2 ambientes. Cuenta con living comedo..."
400000,,66  N°2630 e/ 147 y 148   , 2 Dorm,"Departamento en   Los Hornos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-116635,"-DEPARTAMENTO EN ALQUILER PLANTA BAJA A LA CALLE SIN EXPENSAS, CON JARDÍN Y PATIO. -ENTRADA PARA 1 AUTO DESCUBIERTAGARAGE CUBIERTO PARA 2 AUTOS- -A..."
410000,55000,48  N°686 e/ 8 y 9   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486776,"Departamento de 2 dormitorios en calle 48 e 8 y 9. Lavadero, cocina separada, Living-comedor. Expensas aprox 60.000.-"
410000,,45  e/ 4 y 5   , 2 Dorm,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488310,
410000,60000,5 n° 1673 Depto 3c  e/  66 y 67    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-332048,"Departamento con cochera, contrafrente.-Alberto Dacal Propiedades: Código de la propiedad 8880 Argentina | G.B.A. Zona Sur | La Plata | La Plata"
410000,50000,Diagonal 79  N°957 e/ 54 y 55   , 2 Dorm,"Departamento en   Plaza San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483661,"CARACTERÍSTICAS DEL CONTRATO: Inicio: ENERO 2025 Duración y Tipo de actualización del Valor: 2 años, con actualización CUATRIMESTRAL del valor del alqu..."
415000,,122  e/ 67 y 68   , 2 Dorm,"PH en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-482164,"INMUEBLE (PH) EN ALQUILER COCINA COMEDOR, LIVING COMEDOR, DOS DORMITORIOS, BAÑO COMPLETO CON BAÑERA, LAVADERO CUBIERTO, PATIO SEMI DESCUBIERTO (3X8), ENTRE..."
416000,,63  e/ 1 y 2   , 1 Dorm,"Departamento en   Zona Universidades Bosque, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489071,"Excelente departamento en zona universidades a un pasito del bosque platense. En un 9no piso con disposición al frente y contrafrente, posee 45 m2 aprox., ..."
420000,65000,48  N°300 e/ 2 y 3   , 1 Dorm,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487384,"Impecable Departamento de 1 dormitorio en zona facultades. Posee dormitorio con placard, baño con bañera, cocina con muebles completos. Cochera descubiert..."
420000,,diagonal 77  N°454 e/ 5 y 6   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488658,"Excelente departamento con balcón al frente. Ubicado en diagonal 77 N.º 454 e/ 5 y 6. 46 metros cuadrados. piso 6 Un dormitorio con placard empotrado, li..."
420000,63000,44  N°827 e/ 11 y 12   , 1 Dorm,"Departamento en   Plaza Paso, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488787,"Excelente semipiso sobre la avenida 44 e/ las calles 11 Y 12, a metros de la Plaza Paso, 1 dormitorio con placard, Living comedor, cocina integrada con mue..."
420000,,68  e/ 1 y 2   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488869,"Departamento Interno de 2 Dormitorios con Placard ( uno Chico), Cocina Comedor, Living Comedor, Baño Completo y Patio de 3 x 5."
420000,,Plaza Azcuénaga  e/ 44 y diagonal 76   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489070,"Departamento en alquiler 1 dormitorio al contrafrente, ubicado en Plaza Azcuénaga e 44 y diagonal 76 Cuenta con cocina con muebles bajo y sobre mesada,..."
420000,34000,8  e/ 60 y 61   , 1 Dorm,"Departamento en   Plaza Rocha, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489427,"Excelente semipiso al frente, living comedor amplio c/ balcón, dormitorio amplio con amplio placard, cocina semintegrada, baño completo, lavadero en el b..."
420000,38000,7  e/ 44 y PLAZA ITALIA   , 1 Dorm,"Departamento en   Plaza Italia, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489429,"Excelente depto al frente muy luminoso en inmejorable zona. Living comedor con cocina incorporada, baño completo y dormitorio con placard, cortinas black o..."
420000,35000,3  N°561 e/ 43 y 44   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-151580,"Departamento próximo a la terminal y de la estación de trenes. Idela para estudiantes Consta de amplio estar/comedor con balcón a la calle, cocina con l..."
420000,40000,Calle 10  esquina 61 Piso 9 Dto. b    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-448647,"Departamento de dos dormitorios con placard. Living comedor con balcón, cocina separada y lavadero. Baño completo. Requisitos:3 garantes..."
420000,,142 entre 50 y 52    , 2 Dorm,"Departamento en   San Carlos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-481729,"Duplex de 2 habitaciones con cochera propia,Situado en un complejo de 10 departamentos, cada uno con su cochera, a metros de Av 52 y Av 143.El departamen..."
420000,20000,Avenida 60 casi 12 con patio    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488648,"Único departamento en planta baja a metros de calle 12, con amplio patio.Cuenta con livingcomedor, cocina separada, un dormitorio y baño. ..."
420000,54000,33 1555 2    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489244,Departamento en Alquiler con cochera.Ubicado a una cuadra de Av 32. Acceso por escalera a un segundo piso. Cuenta con un amplio y luminoso living-comedor...
420000,40000,54  e/ 4 y 5   , 2 Dorm,"Departamento en   Plaza San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-375252,"54 y 4, DOS DORMITORIOS AL FRENTE $ 420.000 54 esquina 4 2do piso, Living comedor al frente  cocina separada con muebles de bajo y sobre mesada con pas..."
420000,,6  N°519 e/ 42 y 43   , 2 Dorm,"Departamento en   Plaza Italia, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-426338,Buen departamento con muy buena ubicación en el semicentro de la ciudad de La Plata. 2do Piso por escalera con agradable vista lateral y excelente luz natu...
420000,101870,48  y 8    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480503,"Departamento de 2 Dormitorios en calle 8 esquina 48, La Plata Cuenta con: amplio living/comedor, dos dormitorio c/placard, cocina con muebles bajo y sobre..."
420000,95000,8  N°1727 e/ 67 y 68   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484890,"Muy buen departamento de 1 dormitorio totalmente amoblado. Cuenta con dormitorio con placard y estufa tiro balanceado, cocina separada, baño completo, livi..."
20000,20000,61  N°225 e/ 115 y 116   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485881,"Depto. Interno en dos plantas, cocina separada con salida al patio, lavadero, estar comedor, toilette. Dos dormitorios amplios con placard, baño completo c..."
420000,,29  N°1215 e/ 57 y 58   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486581,"Departamento 2 dormitorios al frente, 1° piso por escalera. Cocina, living-comedor, baño. Superficie cubierta: 60.00 m² aprox Tiene tiro balanceado en l..."
420000,,45  e/ 6 y 7   , 1 Dorm,"Departamento en   Plaza Italia, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486978,"Departamento en alquiler calle 45 e/ 6 y 7 Próximo a Plaza Italia, casco urbano zona facultades Cocina, integrada al living comedor por barra de desayuno,..."
